Title,Link,Competencies
Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/,['Knowledge Of Subject']
Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/,['Knowledge Of Subject']
Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/,['Knowledge Of Subject']
Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,['Knowledge Of Subject']
Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,['Knowledge Of Subject']
Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,['Knowledge Of Subject']
Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,['Knowledge Of Subject']
Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,['Knowledge Of Subject']
Php (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/,['Knowledge Of Subject']
Pjm Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,"['Critical Thinking', 'Attention To Detail', 'Problem Solving']"
Pjm Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,"['Attention To Detail', 'Critical Thinking', 'Problem Solving']"
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,['Knowledge Of Subject']
Power Electronics And Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,['Knowledge Of Subject']
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,['Knowledge Of Subject']
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,['Knowledge Of Subject']
Production And Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,['Knowledge Of Subject']
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,['Knowledge Of Subject']
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,['Knowledge Of Subject']
Proofreading V1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,['Knowledge Of Subject']
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,['Knowledge Of Subject']
R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,['Knowledge Of Subject']
Reactjs (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,['Knowledge Of Subject']
Reading Comprehension - English V1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,['Attention To Detail']
Reading Comprehension - Spanish V1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,['Attention To Detail']
Reading Comprehension V2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,['Attention To Detail']
Remoteworkq,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,['Critical Thinking']
Remoteworkq Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,['Critical Thinking']
Remoteworkq Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,['Critical Thinking']
Restful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,['Knowledge Of Subject']
Retail Sales And Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,"['Business Communication', 'Knowledge Of Subject', 'Sales Skills', 'Attention To Detail']"
Reviewing Forms - Us (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,['Knowledge Of Subject']
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,['Knowledge Of Subject']
Ruby On Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,['Knowledge Of Subject']
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,"['Problem Solving', 'Problem Solving']"
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,['Problem Solving']
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,['Problem Solving']
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,['Problem Solving']
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,['Problem Solving']
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,['Problem Solving']
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,['Knowledge Of Subject']
Sap Abap (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,['Knowledge Of Subject']
Sap Abap (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,['Knowledge Of Subject']
Sap Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,['Knowledge Of Subject']
Sap Business Objects Webi (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,['Knowledge Of Subject']
Sap Bw (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,['Knowledge Of Subject']
Sap Hcm (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,['Knowledge Of Subject']
Sap Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,['Knowledge Of Subject']
Sap Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,['Knowledge Of Subject']
Sap Sd (Sales And Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,['Knowledge Of Subject']
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,['Knowledge Of Subject']
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,['Knowledge Of Subject']
Sonarqube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,['Knowledge Of Subject']
Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,['Knowledge Of Subject']
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,"['Attention To Detail', 'Knowledge Of Subject']"
Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,['Knowledge Of Subject']
Sql (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,['Knowledge Of Subject']
Sql Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,['Knowledge Of Subject']
Sql Server Analysis Services (Ssas) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,['Knowledge Of Subject']
Sql Server Integration Services (Ssis) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,['Knowledge Of Subject']
Sql Server Reporting Services (Ssrs) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,['Knowledge Of Subject']
Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,['Knowledge Of Subject']
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,['Knowledge Of Subject']
Svar - Spoken English (Aus),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,['Sales Skills']
Svar - Spoken English (Indian Accent) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,['Sales Skills']
Svar - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,['Sales Skills']
Svar - Spoken English (Us) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,['Sales Skills']
Svar - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,['Sales Skills']
Svar - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,['Sales Skills']
Svar - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,['Sales Skills']
Svar - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,['Sales Skills']
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,['Knowledge Of Subject']
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,['Knowledge Of Subject']
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,['Knowledge Of Subject']
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,['Knowledge Of Subject']
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,['Knowledge Of Subject']
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,['Knowledge Of Subject']
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,['Sales Skills']
Uipath Rpa Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,['Knowledge Of Subject']
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,"['Critical Thinking', 'Problem Solving']"
Universal Competency Framework Job Profiling Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,"['Critical Thinking', 'Problem Solving']"
Unix (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,['Knowledge Of Subject']
Vb.Net (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,['Knowledge Of Subject']
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,['Attention To Detail']
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,['Attention To Detail']
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,['Attention To Detail']
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,['Attention To Detail']
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,['Attention To Detail']
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,['Attention To Detail']
Verify - Working With Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,['Attention To Detail']
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,['Attention To Detail']
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,['Attention To Detail']
Virtual Assessment And Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,['Problem Solving']
Visual Basic For Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,['Knowledge Of Subject']
Visual Comparison - Uk,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,['Knowledge Of Subject']
Visual Comparison - Us,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,['Knowledge Of Subject']
Vlsi And Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,['Knowledge Of Subject']
What Is The Value - Us,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,['Knowledge Of Subject']
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,['Knowledge Of Subject']
Workplace Health And Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,['Knowledge Of Subject']
Writex - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,['Sales Skills']
Writex - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,['Sales Skills']
Writex - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,"['Business Communication', 'Sales Skills']"
